index	feedback_id	text	cluster_label	is_labeled	label	labeled
59	260	the team's knowledge-sharing is ad hoc; scheduling regular skill share sessions would improve efficiency.	12	False		False
60	744	creating personalized development plans would help employees align their goals.	8	False		False
61	689	the course's peer review process lacks clear instructions for giving effective feedback.	13	False		False
62	956	i need to enhance my ability to present complex information in a digestible format.	8	False		False
63	364	the team's use of terminology is inconsistent; creating a shared glossary would improve alignment.	2	False		False
64	10	confidence in public speaking is lacking	4	False		False
65	627	the team's diversity of thought is underutilized in our problem-solving discussions.	12	False		False
66	59	rarely receive feedback in a timely manner	6	False		False
67	347	the project's documentation is inconsistent; implementing standardized templates would improve quality.	2	False		False
68	19	could use more practice in time management techniques	0	False		False
69	676	i'm not effectively using the feedback i receive to identify specific areas for improvement.	6	False		False
70	801	i must improve my ability to organize complex information clearly.	8	False		False
71	762	establishing clear escalation paths would reduce bottlenecks in decision-making.	11	False		False
72	834	course content needs more emphasis on critical thinking and application of concepts.	10	False		False
73	805	i should focus on building stronger relationships with mentors for guidance.	3	False	medium	True
74	413	i need to improve my listening skills during team discussions.	4	False		False
75	937	the workflow between departments is siloed, preventing efficient knowledge sharing.	12	False		False
76	250	the course's time allocation for assignments is too rigid; allowing flexible deadlines could improve outcomes.	1	False		False
77	947	team members rarely provide feedback on each other's work, which limits growth.	2	False		False
78	447	the course lacks practical application exercises that match real-world scenarios.	13	False		False
79	289	the course's assignments are too time-consuming; suggesting optional practice problems would help.	1	False		False
80	832	creating standardized templates for project documentation would improve clarity.	2	False		False
81	932	i should engage in more collaborative learning to enhance my technical expertise.	8	False		False
82	221	the team's feedback loops are infrequent; implementing weekly check-ins would allow timely course correction.	2	False		False
83	45	few opportunities exist to share knowledge with peers	12	False		False
84	507	i need to practice being more concise in my communication.	4	False	medium	True
85	116	frequent changes in project scope create confusion	9	False		False
86	245	the team's workflow lacks transparency; implementing shared dashboards would improve accountability.	2	False		False
87	30	need to develop better listening skills during feedback sessions	4	False		False
88	427	i need to improve my ability to give constructive criticism.	4	False		False
89	152	must work on managing time between competing priorities	0	False		False
90	765	standardizing onboarding processes would reduce training time for new hires.	3	False	medium	True
91	403	assignments lack clear objectives, making it hard to prioritize tasks effectively.	11	False		False
92	649	the project management tool's customization options are too limited for our team size.	2	False		False
93	356	the team's use of feedback is inconsistent; providing training on its implementation could help.	6	False	medium	True
94	24	rarely receive specific feedback on my contributions	6	False		False
95	141	limited access to learning resources outside core responsibilities	5	False	medium	True
96	787	i should focus on improving my ability to think strategically about long-term goals.	8	False		False
97	638	i should develop a system to track personal learning goals and measure progress.	8	False		False
98	889	i should be more concise in my emails and written communication.	4	False		False
99	866	creating a centralized knowledge repository would improve access to important information.	12	False		False
100	101	few clear guidelines on how to handle project delays	9	False		False
101	768	i need to be more proactive in seeking feedback rather than waiting for evaluations.	6	False		False
102	973	the company needs better systems for managing and responding to employee feedback.	6	False		False
103	382	my reluctance to ask for help leads to inefficiencies; fostering a culture of inquiry would improve teamwork.	12	False		False
104	377	the course's content delivery is passive; incorporating real-world case studies would improve relevance.	10	False		False
105	655	the training program should include more scenario-based learning for complex problem-solving.	8	False		False
106	737	the current workflow lacks automation, leading to redundant manual tasks.	7	False		False
107	181	could benefit from more practice in time management	0	False		False
108	743	flexible working hours could enhance productivity for employees with variable schedules.	0	False		False
109	71	could benefit from more training on how to provide feedback	6	False		False
110	171	could improve my ability to ask clarifying questions	4	False		False
111	549	i need to practice active listening during team discussions.	4	False		False
112	253	the lecture's content overwhelmed beginners; suggesting optional preparatory modules might help.	10	False		False
113	954	i must learn to delegate tasks more effectively to reduce my workload.	11	False		False
114	704	i should establish better routines for tracking my personal development progress.	8	False		False
115	234	i avoid difficult conversations; developing a structured dialogue framework would improve resolution.	4	False		False
116	128	could improve my ability to provide specific examples in feedback	4	False		False
117	664	i'm not using the feedback system effectively to identify areas for personal skill development.	6	False		False
118	555	i'm not setting clear boundaries for task ownership.	11	False		False
119	97	could benefit from more practice in time management	0	False		False
120	594	frequent changes in project scope make it hard to maintain quality.	9	False		False
121	454	i should review my work for consistency and accuracy before submission.	6	False		False
122	390	i need to improve my ability to delegate; practicing trust-building techniques would enhance team dynamics.	12	False		False
123	972	i should explore new methodologies for learning and applying technical knowledge.	8	False		False
124	795	i need to be more accountable in meeting deadlines and follow-through.	11	False		False
125	406	the course content is too theory-heavy; more hands-on exercises would help.	10	False		False
126	459	frequent delays in project milestones create unnecessary pressure.	9	False		False
127	376	the team's use of feedback is inconsistent; providing training on its implementation could help.	6	False		False
128	984	i must learn to delegate tasks more effectively to reduce my workload.	11	False		False
129	536	the team's feedback is often vague and lacks specific examples.	6	False		False
130	402	i should practice public speaking to improve my confidence in presentations.	4	False		False
131	977	the team's feedback process lacks structure, making it hard to identify real issues.	2	False		False
132	441	i need to practice summarizing key points in meetings.	4	False		False
133	900	course modules should be more interactive to increase student engagement.	10	False		False
134	861	i should make time to reflect on my progress and adjust goals as needed.	0	False		False
135	640	i'm not utilizing the feedback i receive to make consistent process improvements.	6	False		False
136	626	i hesitate to ask for clarification when instructions are ambiguous, which leads to errors.	1	False		False
137	139	could benefit from more structured onboarding for new projects	3	False	medium	True
138	398	i need to practice more structured feedback; adopting frameworks like the star method would help.	6	False		False
139	2	i'm struggling to keep up with the pace of technical training modules	8	False		False
140	354	my communication style is direct but sometimes perceived as harsh; practicing empathy would improve clarity.	4	False		False
141	381	the course's feedback mechanisms are delayed; real-time evaluation tools could enhance learning.	10	False		False
142	411	i should delegate tasks more effectively to reduce workload stress.	11	False		False
143	646	i'm not providing enough context when giving feedback, which can cause misunderstandings.	6	False		False
144	301	the course's assessment criteria are unclear; providing detailed rubrics would enhance understanding.	1	False		False
145	918	the project timeline was unrealistic given the scope, causing burnout among staff.	14	False	medium	True
146	657	the peer review process lacks clear guidelines for giving feedback on creative work.	13	False		False
147	730	courses need more structured feedback mechanisms for students to improve effectively.	1	False		False
148	917	team members often hesitate to share ideas during meetings, which stifles innovation.	12	False		False
149	971	the team's workflow is hindered by unclear ownership of tasks.	2	False		False
150	146	struggling to find time for professional development	8	False		False
151	599	the team could benefit from more structured brainstorming sessions to ensure all voices are heard.	12	False		False
152	533	i need to practice being more assertive in expressing my ideas.	4	False		False
153	344	the team's use of terminology is inconsistent; creating a shared glossary would improve alignment.	2	False		False
154	688	i need to improve my ability to articulate feedback clearly and concisely during meetings.	4	False		False
155	233	the course's feedback is too generic; providing specific examples would help improve weaker areas.	10	False		False
156	854	workshops on negotiation skills could improve conflict resolution and agreement outcomes.	12	False		False
157	267	the project's timeline didn't account for external dependencies; better risk analysis would improve planning.	14	False		False
158	882	workshops on negotiation skills could improve conflict resolution and agreement outcomes.	12	False		False
159	928	i should explore new methodologies to improve my problem-solving approaches.	8	False		False
160	359	the project's resource allocation was unbalanced; using workload balancing tools could improve efficiency.	11	False		False
161	645	the course feedback system lacks a way to suggest content improvements in real-time.	13	False		False
162	798	creating a shared calendar system would help with team coordination.	12	False		False
163	592	the course syllabus is too rigid; more flexibility would benefit learners.	10	False		False
164	534	frequent delays in feedback make it harder to adjust and improve work.	6	False		False
165	815	i must be more mindful of how my communication style affects team dynamics.	12	False		False
166	864	course modules should be more interactive to increase student engagement.	10	False		False
167	61	could improve my ability to provide specific examples in feedback	4	False		False
168	296	the team's conflict resolution methods are inconsistent; providing training could help.	2	False		False
169	388	the team's collaboration lacks transparency; implementing shared dashboards would improve efficiency.	2	False		False
170	913	the team's communication during the project was inconsistent, leading to delays.	2	False		False
171	738	i need to develop a more systematic approach to learning new skills.	8	False		False
172	324	the team's workflow lacks automation; identifying repetitive tasks for tooling could improve efficiency.	2	False		False
173	566	the course syllabus is too advanced for beginners; more foundational lessons are needed.	10	False		False
174	919	i should focus on public speaking to improve my ability to present complex ideas.	4	False		False
175	327	the project's documentation is inconsistent; implementing standardized templates would improve quality.	2	False		False
176	725	i need to refine my ability to provide constructive criticism without discouraging peers.	4	False		False
177	671	the project management tools we use aren't optimized for our team's specific workflow.	2	False		False
178	126	rarely receive guidance on how to improve performance	6	False		False
179	224	the project's budget constraints limited resource allocation; better financial planning could prevent delays.	14	False		False
180	70	must work on setting clearer personal development goals	8	False		False
181	194	must work on managing my time more effectively	0	False	medium	True
182	138	must work on managing my time more effectively	0	False		False
183	158	must work on developing better documentation habits	2	False		False
184	513	i need to practice giving feedback in a way that's respectful and constructive.	4	False		False
185	64	limited access to mentorship programs outside my department	3	False		False
186	780	course content should include real-world case studies for better contextual learning.	10	False		False
187	385	the course's assignments don't align with learning objectives; revising them for relevance would improve outcomes.	1	False		False
188	588	frequent delays in feedback make it harder to adjust and improve work.	6	False		False
189	271	the project's documentation lacks version history; implementing a tracking system would improve traceability.	2	False		False
190	373	the course's feedback is too generic; providing specific examples would help learners improve.	1	False		False
191	990	i must improve my ability to stay calm under pressure during critical tasks.	4	False		False
192	86	must work on developing better listening skills	4	False		False
193	299	the project's scope creep wasn't managed effectively; enforcing change control processes would improve planning.	9	False		False
194	570	the team's feedback lacks specificity, making it hard to know what needs improvement.	6	False		False
195	412	the course lacks real-world examples, making concepts harder to grasp.	13	False	medium	True
196	650	i should improve my ability to ask clarifying questions during team discussions.	4	False		False
197	482	i need to improve my ability to ask for help when needed.	4	False		False
198	617	the team's communication channels need clearer guidelines for urgent vs. routine messages.	2	False		False
199	905	i should focus on improving my ability to think strategically about long-term goals.	8	False		False
200	226	the course's feedback mechanisms are delayed; implementing real-time evaluations would help learners improve quicker.	10	False		False
201	593	i need to practice giving feedback in a way that's respectful and constructive.	4	False		False
202	119	could benefit from more practice in leading discussions	12	False		False
203	129	few clear guidelines on how to handle project delays	9	False		False
204	652	i'm not effectively using my manager's feedback to shape my performance goals.	6	False		False
205	249	the team's knowledge is siloed; organizing cross-department workshops would improve collaboration.	12	False		False
206	227	i often struggle with time-blocking; experimenting with pomodoro techniques might enhance productivity.	0	False		False
207	970	i need to improve my ability to write and present reports in a more engaging manner.	4	False		False
208	869	i need to be more disciplined in following through on action items.	4	False		False
209	719	more regular check-ins could improve accountability on cross-functional projects.	11	False		False
210	975	frequent conflicts between team members over resource allocation cause delays.	2	False		False
211	923	the company should provide tools for asynchronous communication to improve collaboration.	12	False		False
212	755	team members must learn to ask clarifying questions instead of assuming requirements.	2	False		False
213	739	implementing daily stand-ups would increase transparency and alignment.	12	False		False
214	358	i need to practice more structured feedback; adopting frameworks like the star method would help.	6	False		False
215	577	i need to practice summarizing my thoughts clearly in meetings.	4	False		False
216	20	frequent changes to project scope create confusion	9	False		False
217	499	frequent delays in feedback make it harder to adjust and improve work.	6	False		False
218	277	the course's content delivery method is passive; incorporating interactive elements would improve engagement.	10	False		False
219	273	the course's reading materials are too advanced; suggesting supplementary guides would aid beginners.	10	False		False
220	239	the team's use of feedback is reactive rather than proactive; implementing quarterly retrospectives would improve this.	6	False		False
221	997	the feedback from team members is often too vague to act on effectively.	6	False		False
222	58	need more training on using collaboration tools effectively	12	False		False
223	40	limited opportunities for hands-on learning experiences	5	False		False
224	287	the project's documentation lacks clarity; implementing standardized templates would improve quality.	2	False		False
225	757	creating more structured feedback formats would improve clarity and actionability.	6	False		False
226	529	i should prioritize tasks based on urgency and importance.	11	False		False
227	642	i tend to focus on surface-level feedback rather than deeper skill development opportunities.	8	False		False
228	575	i'm not setting clear boundaries for personal tasks and team responsibilities.	11	False		False
229	206	i noticed that feedback sessions often end without clear next steps for improvement.	6	False		False
230	475	frequent conflicts in team roles create confusion and inefficiency.	2	False		False
231	624	i'm not leveraging the project management software's analytics features to track productivity trends.	11	False		False
232	466	i'm not taking enough time to reflect on my learning experiences.	5	False		False
233	108	few opportunities to practice time management techniques	0	False		False
234	701	the team needs clearer guidelines for handling project risks and contingencies.	2	False		False
235	205	the codebase lacks consistent documentation, which slows down new developers' onboarding.	2	False		False
236	342	i need to improve my ability to delegate; practicing trust-building techniques would enhance team dynamics.	12	False		False
237	514	frequent changes in project scope make it hard to maintain quality.	9	False		False
238	998	i must work on my ability to collaborate with cross-functional teams effectively.	12	False		False
239	60	limited understanding of how team dynamics impact productivity	12	False		False
240	957	frequent interruptions during focused work reduce overall productivity and task quality.	0	False		False
241	545	i should track my progress more systematically to identify areas for improvement.	8	False		False
242	637	the project management methodology needs adaptation to our team's workflow style.	2	False		False
243	602	during our recent presentation, i realized my speaking pace can be too fast for audience comprehension.	4	False		False
244	464	i should prioritize tasks based on urgency and importance.	11	False		False
245	361	the course's feedback mechanisms are delayed; real-time evaluation tools could enhance learning.	10	False		False
246	718	i need to practice active listening during meetings to ensure all voices are heard.	4	False		False
247	493	the course isn't accessible for students with varying learning styles.	13	False		False
248	518	the course content is too dense; more spaced-out lessons would help retention.	10	False		False
249	451	the team's feedback is often vague and lacks specific examples.	6	False		False
250	851	i should be more concise in my emails and written communication.	4	False		False
251	4	could benefit from clearer guidelines on documentation standards	2	False		False
252	565	i'm not leveraging peer reviews to improve my work quality.	11	False		False
253	670	i'm not utilizing the mentorship program enough to gain insights into leadership development.	3	False		False
254	532	the course content is too advanced for beginners; more foundational lessons are needed.	10	False		False
255	804	course content needs more emphasis on critical thinking and application of concepts.	10	False		False
256	955	there's a lack of clear direction from leadership, which affects team motivation.	2	False		False
257	778	implementing regular peer coaching sessions would enhance team growth.	12	False		False
258	691	the team needs better tools for collaborative problem-solving during project execution.	12	False		False
259	332	the team's use of feedback is inconsistent; providing training on its implementation could help.	6	False		False
260	197	limited access to learning resources outside core responsibilities	5	False		False
261	314	my reluctance to ask for help leads to inefficiencies; fostering a culture of inquiry would improve teamwork.	12	False		False
262	92	few opportunities to share knowledge with peers	12	False		False
263	444	i should track my progress more systematically to identify areas for improvement.	8	False		False
264	243	the course's content assumes prior knowledge not explicitly covered; adding prerequisite modules would help.	10	False		False
265	858	course content needs more emphasis on critical thinking and application of concepts.	10	False		False
266	202	the course's pacing left some students behind; adjusting the syllabus to allow for review might help.	10	False		False
267	333	the course's content delivery is passive; incorporating real-world case studies would improve relevance.	10	False		False
268	635	the team's feedback process lacks follow-up mechanisms to ensure action items are completed.	2	False		False
269	7	ideas are often dismissed without proper consideration	9	False		False
270	563	i should prioritize tasks based on their impact and urgency.	11	False		False
271	623	the peer feedback system could include anonymous options to encourage more candid input.	6	False		False
272	788	team members should be trained in basic project management principles.	12	False		False
273	578	frequent conflicts in team roles create confusion and inefficiency.	2	False		False
274	46	need clearer expectations for when to seek assistance	11	False		False
275	942	i should focus on time-blocking techniques to increase productivity during work hours.	0	False		False
276	203	my time management during projects often slips; i need to set clearer daily priorities.	0	False		False
277	862	course instructors need to provide more personalized guidance for struggling students.	1	False		False
278	265	the course's content doesn't address real-world applications; integrating industry case studies would help.	10	False		False
279	666	i struggle to accept feedback without feeling defensive, which hinders personal growth.	6	False		False
280	686	i often focus on minor issues rather than addressing the root causes of productivity challenges.	11	False		False
281	57	few clear guidelines on how to handle project delays	9	False		False
282	229	the team's workflow lacks automation; identifying repetitive tasks for tooling could free up time.	2	False		False
283	232	the project's risk assessment was overlooked, leading to unforeseen issues.	14	False		False
284	976	i need to enhance my ability to present data in a way that is easy for others to understand.	4	False		False
285	38	frequent task reassignments without explanation are confusing	11	False		False
286	496	i'm not taking enough time to reflect on my work and identify areas for improvement.	11	False		False
287	484	i should use a task tracker to monitor progress on my projects.	11	False		False
288	842	team members should be encouraged to share their unique perspectives more freely.	12	False		False
289	201	i find the current workflow inefficient; adding a task tracker could reduce bottlenecks.	7	False		False
290	665	the team's decision-making process lacks structured input from all members.	2	False		False
291	924	i must practice active listening to better understand client needs during meetings.	4	False		False
292	503	the course isn't providing enough opportunities for hands-on practice.	13	False		False
293	408	frequent interruptions during meetings reduce focus and efficiency.	0	False		False
294	660	i tend to avoid giving feedback that might seem confrontational, even when it's needed.	6	False		False
295	871	i should focus on building stronger relationships with mentors for guidance.	3	False		False
296	776	course instructors need to provide more detailed written feedback on assignments.	1	False	medium	True
297	134	must work on accepting feedback without defensiveness	6	False		False
298	39	could improve my ability to give specific, actionable feedback	6	False		False
299	176	few opportunities to share knowledge with peers	12	False		False
300	110	must work on managing my time more effectively	0	False		False
301	740	course content is outdated in several areas and needs updating.	10	False		False
302	22	few opportunities exist for skill development outside core responsibilities	8	False		False
303	841	i must improve my ability to organize complex information clearly.	8	False		False
304	692	i should develop a routine for reflecting on my interactions to improve communication effectiveness.	4	False		False
305	125	could benefit from more practice in time management	0	False		False
306	169	limited access to learning resources outside core responsibilities	5	False		False
307	631	the team needs better tools for tracking shared knowledge and reducing information silos.	12	False		False
308	845	i should focus on improving my ability to think strategically about long-term goals.	8	False		False
309	980	i need to refine my ability to handle multiple tasks without compromising quality.	7	False		False
310	717	team members should rotate leadership roles to develop diverse skills.	12	False		False
311	619	the course syllabus could better align with industry standards to ensure practical relevance.	10	False		False
312	705	the team's communication channels could be better organized to reduce information overload.	12	False		False
313	458	i need to practice asking for clarification when instructions are unclear.	1	False		False
314	476	i'm not utilizing available mentorship opportunities to improve my skills.	3	False		False
315	387	the project's timeline didn't allow for adequate risk analysis.	14	False	medium	True
316	220	i find myself overcommitting; learning to say no could improve focus.	4	False		False
317	49	could improve my ability to ask clarifying questions	4	False		False
318	675	the course modules need better alignment with industry trends to ensure relevance.	10	False		False
319	380	the team's knowledge-sharing is ad hoc; scheduling regular workshops would enhance collaboration.	12	False		False
320	437	i need to improve my ability to accept feedback without defensiveness.	6	False		False
321	892	workshops on negotiation skills could improve conflict resolution and agreement outcomes.	12	False		False
322	831	i need to be more open to receiving constructive criticism without defensiveness.	4	False		False
323	618	i've been delegating complex tasks without adequate check-ins, leading to inconsistent results.	11	False		False
324	685	the team needs better systems for tracking and implementing process improvements.	2	False		False
325	431	i need to practice active listening during meetings.	4	False		False
326	153	could benefit from more practice in time management	0	False		False
327	965	there's a lack of recognition for team members' hard work, which demotivates the group.	2	False		False
328	519	i should use a task tracker to monitor progress on my projects.	11	False		False
329	56	must work on giving feedback without sounding accusatory	6	False		False
330	915	the workflow process could be optimized to reduce redundant steps in task completion.	7	False		False
331	462	i need to improve my ability to give and receive feedback professionally.	4	False		False
332	587	i need to practice being more assertive in expressing my ideas.	4	False		False
333	219	the course's reading materials are too dense; suggesting summaries or guides could aid comprehension.	10	False		False
334	136	few opportunities to practice time management techniques	0	False		False
335	320	the team's use of terminology is inconsistent; creating a shared glossary would improve alignment.	2	False		False
336	935	team members rarely acknowledge each other's contributions, impacting morale.	2	False		False
337	305	the course's content is too theoretical; including real-world applications would improve relevance.	10	False		False
338	872	creating a shared calendar system would help with team coordination.	12	False		False
339	847	i must be more mindful of how my communication style affects team dynamics.	12	False		False
340	500	i should use project management tools to better organize my workflow.	7	False		False
341	996	i need to practice better prioritization techniques to avoid burnout.	7	False		False
342	331	the project's scope creep wasn't managed effectively; enforcing change control processes would improve planning.	9	False		False
343	517	i need to improve my ability to ask for help when needed.	4	False		False
344	418	i'm not asking for help when i need it, which delays progress.	11	False		False
345	713	i should focus more on time management to prevent missed deadlines.	0	False		False
346	991	the feedback i receive often lacks actionable steps for improvement.	6	False		False
347	699	the training program lacks opportunities to practice applying concepts under time pressure.	13	False		False
348	473	the course isn't providing enough opportunities for hands-on practice.	13	False		False
349	512	the course syllabus is too rigid; more flexibility would benefit learners.	10	False		False
350	710	i should focus more on developing active listening skills to improve team communication.	4	False		False
351	415	i should take online courses to enhance my technical skills.	8	False		False
352	865	i should focus on improving my ability to think strategically about long-term goals.	8	False		False
353	102	must work on developing better documentation habits	2	False		False
354	105	limited understanding of how to handle constructive criticism	4	False		False
355	280	the team's knowledge is not shared effectively; implementing a peer review system would enhance collaboration.	12	False		False
356	162	must work on accepting feedback without defensiveness	6	False		False
357	1	the team's collaborative approach could be more structured for larger projects	12	False		False
358	547	i'm not taking enough time to reflect on my work and identify areas for improvement.	11	False		False
359	621	the lack of clear ownership for project tasks leads to confusion during handoffs.	11	False		False
360	810	course instructors need to provide more detailed written feedback on assignments.	1	False		False
361	651	the course content often assumes prior knowledge that students may not have.	10	False		False
362	154	rarely receive guidance on how to improve performance	6	False		False
363	789	i need to be more proactive in identifying and addressing bottlenecks.	11	False		False
364	809	i should make time to reflect on my progress and adjust goals as needed.	0	False		False
365	820	course workload needs adjustment to allow for more hands-on learning.	5	False		False
366	909	i need to be more disciplined in following through on action items.	4	False		False
367	343	the project's timeline didn't allow for adequate risk analysis.	14	False		False
368	445	frequent conflicts over responsibilities create tension within the team.	12	False		False
369	345	the course's assignments don't align with learning objectives; revising them for relevance would improve outcomes.	1	False		False
370	145	need more training on how to handle disagreements	12	False		False
371	615	the training modules often focus on theory rather than hands-on practice for new tools.	5	False		False
372	511	i'm not setting clear boundaries for personal tasks and team responsibilities.	11	False		False
373	943	the feedback from clients is too vague to implement meaningful improvements.	6	False		False
374	486	i'm not setting clear boundaries for personal tasks and team responsibilities.	11	False		False
375	400	i need to take more initiative in project planning to grow my leadership skills.	8	False		False
376	586	the course syllabus doesn't provide enough opportunities for hands-on practice.	13	False		False
377	707	the training program needs more interactive elements to engage participants actively.	5	False		False
378	732	i must improve my ability to delegate tasks confidently and trust team capabilities.	8	False		False
379	661	the team needs better systems for tracking shared knowledge across members.	12	False		False
380	916	i need more hands-on practice to enhance my proficiency in python programming.	8	False		False
381	595	i should explore networking opportunities to expand my professional knowledge.	8	False		False
382	703	the course content needs more diverse perspectives to address different learning needs.	10	False		False
383	886	course workload needs adjustment to allow for more hands-on learning.	5	False		False
384	140	frequent multitasking reduces overall quality of work	0	False		False
385	952	i should explore new tools or software that can streamline my daily workflow.	7	False		False
386	811	i need to be more disciplined in following through on action items.	4	False		False
387	987	frequent interruptions during focused work reduce overall productivity and task quality.	0	False		False
388	355	the project's scope creep wasn't managed effectively; enforcing change control processes would improve planning.	9	False		False
389	111	could benefit from more structured onboarding for new projects	3	False		False
390	188	frequent ambiguity around task priorities causes confusion	11	False		False
391	114	must work on developing better listening skills	4	False		False
392	531	i'm not leveraging peer reviews to improve my work quality.	11	False		False
393	104	frequent ambiguity around task priorities causes confusion	11	False		False
394	769	creating more opportunities for cross-departmental collaboration could drive innovation.	12	False		False
395	912	i need to improve my time management skills to meet project deadlines.	0	False		False
396	90	struggling to find time for professional development	8	False		False
397	469	frequent miscommunication about deadlines leads to missed targets.	2	False		False
398	667	the course content needs more practical examples to illustrate theoretical concepts.	10	False		False
399	571	i need to improve my ability to accept feedback and use it for growth.	6	False		False
400	620	i should schedule regular knowledge-sharing sessions to capitalize on team expertise.	12	False		False
401	112	frequent multitasking reduces overall quality of work	0	False		False
402	921	i need to develop better note-taking strategies during lectures to retain information.	4	False		False
403	687	the training program should include more hands-on practice for complex technical skills.	8	False		False
404	72	frequent ambiguity around task priorities causes confusion	11	False		False
405	383	the project's documentation lacks version history; implementing a tracking system would improve traceability.	2	False		False
406	767	workshops on effective delegation would improve team coordination.	12	False		False
407	303	the project's documentation is inconsistent; implementing standardized templates would improve quality.	2	False		False
408	806	implementing a feedback culture requires training in how to give and receive input.	6	False		False
409	167	could benefit from more structured onboarding for new projects	3	False		False
410	8	timely feedback on assignments would improve learning outcomes	1	False		False
411	109	rarely get feedback on my ability to collaborate with others	6	False		False
412	524	frequent delays in project milestones create unnecessary pressure.	9	False		False
413	509	i should use templates to streamline repetitive tasks and improve efficiency.	7	False		False
414	898	workshops on effective communication could improve team collaboration.	12	False	medium	True
415	124	must work on managing time between competing priorities	0	False		False
416	122	could improve my ability to explain technical concepts clearly	4	False		False
417	694	i'm not setting clear expectations with team members for project deliverables.	2	False		False
418	231	my tendency to micromanage stifles team ownership; practicing trust-building could improve collaboration.	12	False		False
419	745	team dynamics suffer when roles are unclear, leading to overlap and inefficiency.	2	False		False
